min,max,count,mean,year,month,type,index,lat,long
30.0,43.0,90,36.44444444444444,0s_e,ev,2.1_,1010,22.81437,72.84432
36.0,54.0,100,41.13,0s_e,ev,2.1_,1011,22.81437,72.92394
40.0,56.0,90,47.15555555555556,0s_e,ev,2.1_,1012,22.81437,73.00357
46.0,75.0,100,55.4,0s_e,ev,2.1_,1013,22.81437,73.08319
56.0,76.0,90,63.36666666666667,0s_e,ev,2.1_,1014,22.81437,73.16282
33.0,74.0,100,62.26,0s_e,ev,2.1_,1015,22.81437,73.24244
38.0,86.0,90,64.87777777777778,0s_e,ev,2.1_,1016,22.81437,73.32207
49.0,81.0,100,67.6,0s_e,ev,2.1_,1017,22.81437,73.40169
70.0,103.0,100,84.15,0s_e,ev,2.1_,1018,22.81437,73.48132
90.0,123.0,90,107.5,0s_e,ev,2.1_,1019,22.81437,73.56094
117.0,157.0,100,135.59,0s_e,ev,2.1_,1020,22.81437,73.64057
137.0,180.0,90,161.63333333333333,0s_e,ev,2.1_,1021,22.81437,73.72019
145.0,181.0,100,161.18,0s_e,ev,2.1_,1022,22.81437,73.79982
163.0,233.0,90,191.16666666666666,0s_e,ev,2.1_,1023,22.81437,73.87944
189.0,258.0,100,216.21,0s_e,ev,2.1_,1024,22.81437,73.95907
201.0,286.0,90,244.04444444444445,0s_e,ev,2.1_,1025,22.81437,74.03869
275.0,392.0,100,331.97,0s_e,ev,2.1_,1026,22.81437,74.11832
306.0,393.0,100,353.6,0s_e,ev,2.1_,1027,22.81437,74.19794
284.0,331.0,90,302.6666666666667,0s_e,ev,2.1_,1028,22.81437,74.27757
280.0,337.0,100,308.85,0s_e,ev,2.1_,1029,22.81437,74.35719
279.0,355.0,90,317.4222222222222,0s_e,ev,2.1_,1030,22.81437,74.43682
2.0,3.0,8,2.625,0s_e,ev,2.1_,1031,22.73377,69.57969
2.0,5.0,23,3.347826086956522,0s_e,ev,2.1_,1032,22.73377,69.65931
0.0,11.0,69,4.72463768115942,0s_e,ev,2.1_,1033,22.73377,70.29631
0.0,19.0,100,5.32,0s_e,ev,2.1_,1034,22.73377,70.37594
9.0,23.0,90,14.2,0s_e,ev,2.1_,1035,22.73377,70.45556
16.0,30.0,100,22.63,0s_e,ev,2.1_,1036,22.73377,70.53519
21.0,44.0,100,30.46,0s_e,ev,2.1_,1037,22.73377,70.61481
35.0,56.0,90,44.1,0s_e,ev,2.1_,1038,22.73377,70.69444
48.0,84.0,100,61.73,0s_e,ev,2.1_,1039,22.73377,70.77406
51.0,92.0,90,68.34444444444445,0s_e,ev,2.1_,1040,22.73377,70.85369
59.0,91.0,100,67.88,0s_e,ev,2.1_,1041,22.73377,70.93331
71.0,92.0,90,81.33333333333333,0s_e,ev,2.1_,1042,22.73377,71.01294
88.0,121.0,100,103.46,0s_e,ev,2.1_,1043,22.73377,71.09256
83.0,120.0,90,99.12222222222222,0s_e,ev,2.1_,1044,22.73377,71.17219
89.0,136.0,100,107.04,0s_e,ev,2.1_,1045,22.73377,71.25181
98.0,142.0,100,116.43,0s_e,ev,2.1_,1046,22.73377,71.33144
104.0,124.0,90,113.52222222222223,0s_e,ev,2.1_,1047,22.73377,71.41106
86.0,107.0,100,99.25,0s_e,ev,2.1_,1048,22.73377,71.49069
74.0,95.0,90,82.97777777777777,0s_e,ev,2.1_,1049,22.73377,71.57031
58.0,79.0,100,67.57,0s_e,ev,2.1_,1050,22.73377,71.64994
46.0,60.0,90,52.43333333333333,0s_e,ev,2.1_,1051,22.73377,71.72956
31.0,45.0,100,37.99,0s_e,ev,2.1_,1052,22.73377,71.80919
18.0,30.0,90,23.9,0s_e,ev,2.1_,1053,22.73377,71.88882
8.0,18.0,100,12.89,0s_e,ev,2.1_,1054,22.73377,71.96844
7.0,10.0,100,8.83,0s_e,ev,2.1_,1055,22.73377,72.04807
8.0,12.0,90,9.822222222222223,0s_e,ev,2.1_,1056,22.73377,72.12769
10.0,18.0,100,13.05,0s_e,ev,2.1_,1057,22.73377,72.20732
12.0,19.0,90,14.966666666666667,0s_e,ev,2.1_,1058,22.73377,72.28694
17.0,22.0,100,19.55,0s_e,ev,2.1_,1059,22.73377,72.36657
18.0,26.0,90,22.31111111111111,0s_e,ev,2.1_,1060,22.73377,72.44619
17.0,26.0,100,21.57,0s_e,ev,2.1_,1061,22.73377,72.52582
18.0,26.0,90,22.133333333333333,0s_e,ev,2.1_,1062,22.73377,72.60544
21.0,30.0,100,25.97,0s_e,ev,2.1_,1063,22.73377,72.68507
26.0,34.0,100,29.04,0s_e,ev,2.1_,1064,22.73377,72.76469
29.0,39.0,90,32.94444444444444,0s_e,ev,2.1_,1065,22.73377,72.84432
34.0,43.0,100,38.72,0s_e,ev,2.1_,1066,22.73377,72.92394
40.0,48.0,90,43.78888888888889,0s_e,ev,2.1_,1067,22.73377,73.00357
45.0,62.0,100,49.19,0s_e,ev,2.1_,1068,22.73377,73.08319
49.0,68.0,90,56.544444444444444,0s_e,ev,2.1_,1069,22.73377,73.16282
28.0,78.0,100,57.91,0s_e,ev,2.1_,1070,22.73377,73.24244
53.0,74.0,90,62.855555555555554,0s_e,ev,2.1_,1071,22.73377,73.32207
62.0,91.0,100,76.57,0s_e,ev,2.1_,1072,22.73377,73.40169
77.0,106.0,100,91.59,0s_e,ev,2.1_,1073,22.73377,73.48132
96.0,125.0,90,108.88888888888889,0s_e,ev,2.1_,1074,22.73377,73.56094
120.0,159.0,100,135.88,0s_e,ev,2.1_,1075,22.73377,73.64057
143.0,188.0,90,166.2888888888889,0s_e,ev,2.1_,1076,22.73377,73.72019
160.0,199.0,100,179.56,0s_e,ev,2.1_,1077,22.73377,73.79982
161.0,259.0,90,188.74444444444444,0s_e,ev,2.1_,1078,22.73377,73.87944
193.0,286.0,100,229.32,0s_e,ev,2.1_,1079,22.73377,73.95907
230.0,370.0,90,277.74444444444447,0s_e,ev,2.1_,1080,22.73377,74.03869
259.0,434.0,100,351.76,0s_e,ev,2.1_,1081,22.73377,74.11832
324.0,449.0,100,367.77,0s_e,ev,2.1_,1082,22.73377,74.19794
301.0,368.0,90,331.81111111111113,0s_e,ev,2.1_,1083,22.73377,74.27757
314.0,405.0,100,347.45,0s_e,ev,2.1_,1084,22.73377,74.35719
313.0,381.0,90,345.6,0s_e,ev,2.1_,1085,22.73377,74.43682
2.0,12.0,30,5.366666666666666,0s_e,ev,2.1_,1086,22.65317,70.21669
3.0,19.0,81,10.25925925925926,0s_e,ev,2.1_,1087,22.65317,70.29631
7.0,35.0,90,19.711111111111112,0s_e,ev,2.1_,1088,22.65317,70.37594
16.0,45.0,81,29.666666666666668,0s_e,ev,2.1_,1089,22.65317,70.45556
22.0,47.0,90,32.81111111111111,0s_e,ev,2.1_,1090,22.65317,70.53519
29.0,58.0,90,41.9,0s_e,ev,2.1_,1091,22.65317,70.61481
49.0,79.0,81,62.7037037037037,0s_e,ev,2.1_,1092,22.65317,70.69444
52.0,84.0,90,67.87777777777778,0s_e,ev,2.1_,1093,22.65317,70.77406
66.0,116.0,81,92.23456790123457,0s_e,ev,2.1_,1094,22.65317,70.85369
64.0,87.0,90,75.84444444444445,0s_e,ev,2.1_,1095,22.65317,70.93331
74.0,122.0,81,88.9753086419753,0s_e,ev,2.1_,1096,22.65317,71.01294
89.0,118.0,90,102.02222222222223,0s_e,ev,2.1_,1097,22.65317,71.09256
105.0,147.0,81,121.51851851851852,0s_e,ev,2.1_,1098,22.65317,71.17219
113.0,147.0,90,129.66666666666666,0s_e,ev,2.1_,1099,22.65317,71.25181
127.0,148.0,90,138.46666666666667,0s_e,ev,2.1_,1100,22.65317,71.33144
105.0,138.0,81,118.4320987654321,0s_e,ev,2.1_,1101,22.65317,71.41106
87.0,117.0,90,102.7,0s_e,ev,2.1_,1102,22.65317,71.49069
80.0,101.0,81,90.81481481481481,0s_e,ev,2.1_,1103,22.65317,71.57031
62.0,82.0,90,72.18888888888888,0s_e,ev,2.1_,1104,22.65317,71.64994
46.0,67.0,81,54.03703703703704,0s_e,ev,2.1_,1105,22.65317,71.72956
32.0,49.0,90,39.68888888888889,0s_e,ev,2.1_,1106,22.65317,71.80919
20.0,35.0,81,26.271604938271604,0s_e,ev,2.1_,1107,22.65317,71.88882
10.0,20.0,90,15.055555555555555,0s_e,ev,2.1_,1108,22.65317,71.96844
8.0,11.0,90,9.311111111111112,0s_e,ev,2.1_,1109,22.65317,72.04807
8.0,13.0,81,9.148148148148149,0s_e,ev,2.1_,1110,22.65317,72.12769
9.0,15.0,90,11.022222222222222,0s_e,ev,2.1_,1111,22.65317,72.20732
11.0,17.0,81,14.11111111111111,0s_e,ev,2.1_,1112,22.65317,72.28694
12.0,18.0,90,15.1,0s_e,ev,2.1_,1113,22.65317,72.36657
12.0,21.0,81,17.333333333333332,0s_e,ev,2.1_,1114,22.65317,72.44619
13.0,20.0,90,16.744444444444444,0s_e,ev,2.1_,1115,22.65317,72.52582
16.0,26.0,81,19.333333333333332,0s_e,ev,2.1_,1116,22.65317,72.60544
20.0,32.0,90,24.8,0s_e,ev,2.1_,1117,22.65317,72.68507
27.0,33.0,90,29.8,0s_e,ev,2.1_,1118,22.65317,72.76469
29.0,39.0,81,35.135802469135804,0s_e,ev,2.1_,1119,22.65317,72.84432
35.0,43.0,90,39.72222222222222,0s_e,ev,2.1_,1120,22.65317,72.92394
40.0,49.0,81,44.32098765432099,0s_e,ev,2.1_,1121,22.65317,73.00357
45.0,56.0,90,50.611111111111114,0s_e,ev,2.1_,1122,22.65317,73.08319
40.0,60.0,81,53.91358024691358,0s_e,ev,2.1_,1123,22.65317,73.16282
22.0,61.0,90,47.611111111111114,0s_e,ev,2.1_,1124,22.65317,73.24244
46.0,66.0,81,56.28395061728395,0s_e,ev,2.1_,1125,22.65317,73.32207
58.0,82.0,90,70.35555555555555,0s_e,ev,2.1_,1126,22.65317,73.40169
80.0,106.0,90,91.08888888888889,0s_e,ev,2.1_,1127,22.65317,73.48132
100.0,125.0,81,112.67901234567901,0s_e,ev,2.1_,1128,22.65317,73.56094
118.0,176.0,90,136.9,0s_e,ev,2.1_,1129,22.65317,73.64057
153.0,206.0,81,179.09876543209876,0s_e,ev,2.1_,1130,22.65317,73.72019
180.0,258.0,90,201.93333333333334,0s_e,ev,2.1_,1131,22.65317,73.79982
180.0,270.0,81,203.7037037037037,0s_e,ev,2.1_,1132,22.65317,73.87944
185.0,286.0,90,210.42222222222222,0s_e,ev,2.1_,1133,22.65317,73.95907
206.0,331.0,81,241.8641975308642,0s_e,ev,2.1_,1134,22.65317,74.03869
237.0,482.0,90,302.65555555555557,0s_e,ev,2.1_,1135,22.65317,74.11832
358.0,476.0,90,416.5888888888889,0s_e,ev,2.1_,1136,22.65317,74.19794
340.0,417.0,81,370.4567901234568,0s_e,ev,2.1_,1137,22.65317,74.27757
357.0,454.0,90,404.52222222222224,0s_e,ev,2.1_,1138,22.65317,74.35719
330.0,458.0,81,380.85185185185185,0s_e,ev,2.1_,1139,22.65317,74.43682
3.0,6.0,19,4.526315789473684,0s_e,ev,2.1_,1140,22.57257,70.13706
1.0,29.0,91,15.065934065934066,0s_e,ev,2.1_,1141,22.57257,70.21669
12.0,40.0,90,25.0,0s_e,ev,2.1_,1142,22.57257,70.29631
19.0,39.0,100,28.7,0s_e,ev,2.1_,1143,22.57257,70.37594
31.0,58.0,90,42.833333333333336,0s_e,ev,2.1_,1144,22.57257,70.45556
33.0,65.0,100,48.96,0s_e,ev,2.1_,1145,22.57257,70.53519
37.0,69.0,100,52.42,0s_e,ev,2.1_,1146,22.57257,70.61481
54.0,94.0,90,74.64444444444445,0s_e,ev,2.1_,1147,22.57257,70.69444
68.0,99.0,100,84.26,0s_e,ev,2.1_,1148,22.57257,70.77406
87.0,127.0,90,101.37777777777778,0s_e,ev,2.1_,1149,22.57257,70.85369
80.0,194.0,100,120.42,0s_e,ev,2.1_,1150,22.57257,70.93331
85.0,143.0,90,104.0111111111111,0s_e,ev,2.1_,1151,22.57257,71.01294
101.0,133.0,100,114.51,0s_e,ev,2.1_,1152,22.57257,71.09256
114.0,148.0,90,129.57777777777778,0s_e,ev,2.1_,1153,22.57257,71.17219
132.0,178.0,100,150.93,0s_e,ev,2.1_,1154,22.57257,71.25181
124.0,161.0,100,140.91,0s_e,ev,2.1_,1155,22.57257,71.33144
109.0,145.0,90,126.8,0s_e,ev,2.1_,1156,22.57257,71.41106
105.0,141.0,100,119.85,0s_e,ev,2.1_,1157,22.57257,71.49069
82.0,109.0,90,96.13333333333334,0s_e,ev,2.1_,1158,22.57257,71.57031
65.0,86.0,100,74.43,0s_e,ev,2.1_,1159,22.57257,71.64994
51.0,67.0,90,59.44444444444444,0s_e,ev,2.1_,1160,22.57257,71.72956
36.0,54.0,100,44.59,0s_e,ev,2.1_,1161,22.57257,71.80919
22.0,37.0,90,30.022222222222222,0s_e,ev,2.1_,1162,22.57257,71.88882
11.0,25.0,100,16.97,0s_e,ev,2.1_,1163,22.57257,71.96844
9.0,12.0,100,10.09,0s_e,ev,2.1_,1164,22.57257,72.04807
8.0,10.0,90,9.444444444444445,0s_e,ev,2.1_,1165,22.57257,72.12769
7.0,13.0,100,10.03,0s_e,ev,2.1_,1166,22.57257,72.20732
9.0,13.0,90,11.222222222222221,0s_e,ev,2.1_,1167,22.57257,72.28694
8.0,15.0,100,10.92,0s_e,ev,2.1_,1168,22.57257,72.36657
9.0,16.0,90,11.655555555555555,0s_e,ev,2.1_,1169,22.57257,72.44619
10.0,21.0,100,12.7,0s_e,ev,2.1_,1170,22.57257,72.52582
12.0,26.0,90,17.544444444444444,0s_e,ev,2.1_,1171,22.57257,72.60544
19.0,29.0,100,25.08,0s_e,ev,2.1_,1172,22.57257,72.68507
26.0,34.0,100,29.91,0s_e,ev,2.1_,1173,22.57257,72.76469
32.0,40.0,90,35.666666666666664,0s_e,ev,2.1_,1174,22.57257,72.84432
34.0,43.0,100,38.91,0s_e,ev,2.1_,1175,22.57257,72.92394
39.0,52.0,90,44.266666666666666,0s_e,ev,2.1_,1176,22.57257,73.00357
37.0,52.0,100,47.19,0s_e,ev,2.1_,1177,22.57257,73.08319
19.0,53.0,90,41.67777777777778,0s_e,ev,2.1_,1178,22.57257,73.16282
35.0,67.0,100,54.47,0s_e,ev,2.1_,1179,22.57257,73.24244
54.0,80.0,90,68.68888888888888,0s_e,ev,2.1_,1180,22.57257,73.32207
63.0,91.0,100,77.19,0s_e,ev,2.1_,1181,22.57257,73.40169
78.0,106.0,100,89.67,0s_e,ev,2.1_,1182,22.57257,73.48132
94.0,117.0,90,103.65555555555555,0s_e,ev,2.1_,1183,22.57257,73.56094
106.0,188.0,100,124.63,0s_e,ev,2.1_,1184,22.57257,73.64057
129.0,223.0,90,168.23333333333332,0s_e,ev,2.1_,1185,22.57257,73.72019
168.0,270.0,100,210.14,0s_e,ev,2.1_,1186,22.57257,73.79982
205.0,378.0,90,245.06666666666666,0s_e,ev,2.1_,1187,22.57257,73.87944
201.0,382.0,100,240.43,0s_e,ev,2.1_,1188,22.57257,73.95907
220.0,478.0,90,286.0,0s_e,ev,2.1_,1189,22.57257,74.03869
235.0,639.0,100,379.56,0s_e,ev,2.1_,1190,22.57257,74.11832
273.0,537.0,100,386.24,0s_e,ev,2.1_,1191,22.57257,74.19794
376.0,442.0,90,404.6,0s_e,ev,2.1_,1192,22.57257,74.27757
1.0,8.0,47,3.6382978723404253,0s_e,ev,2.1_,1193,22.49197,69.89819
2.0,21.0,87,7.459770114942529,0s_e,ev,2.1_,1194,22.49197,69.97781
2.0,31.0,100,12.22,0s_e,ev,2.1_,1195,22.49197,70.05744
4.0,21.0,90,11.188888888888888,0s_e,ev,2.1_,1196,22.49197,70.13706
6.0,40.0,100,22.89,0s_e,ev,2.1_,1197,22.49197,70.21669
29.0,51.0,90,38.96666666666667,0s_e,ev,2.1_,1198,22.49197,70.29631
30.0,51.0,100,40.59,0s_e,ev,2.1_,1199,22.49197,70.37594
36.0,72.0,90,53.5,0s_e,ev,2.1_,1200,22.49197,70.45556
46.0,80.0,100,65.2,0s_e,ev,2.1_,1201,22.49197,70.53519
50.0,74.0,100,62.54,0s_e,ev,2.1_,1202,22.49197,70.61481
67.0,108.0,90,86.15555555555555,0s_e,ev,2.1_,1203,22.49197,70.69444
88.0,119.0,100,104.28,0s_e,ev,2.1_,1204,22.49197,70.77406
103.0,156.0,90,124.21111111111111,0s_e,ev,2.1_,1205,22.49197,70.85369
109.0,193.0,100,140.94,0s_e,ev,2.1_,1206,22.49197,70.93331
106.0,206.0,90,138.2888888888889,0s_e,ev,2.1_,1207,22.49197,71.01294
116.0,203.0,100,152.01,0s_e,ev,2.1_,1208,22.49197,71.09256
135.0,236.0,90,179.61111111111111,0s_e,ev,2.1_,1209,22.49197,71.17219
146.0,188.0,100,170.72,0s_e,ev,2.1_,1210,22.49197,71.25181
135.0,170.0,100,153.84,0s_e,ev,2.1_,1211,22.49197,71.33144
119.0,151.0,90,135.0,0s_e,ev,2.1_,1212,22.49197,71.41106
97.0,136.0,100,115.35,0s_e,ev,2.1_,1213,22.49197,71.49069
83.0,115.0,90,97.38888888888889,0s_e,ev,2.1_,1214,22.49197,71.57031
66.0,95.0,100,78.53,0s_e,ev,2.1_,1215,22.49197,71.64994
50.0,75.0,90,61.3,0s_e,ev,2.1_,1216,22.49197,71.72956
34.0,55.0,100,43.25,0s_e,ev,2.1_,1217,22.49197,71.80919
22.0,36.0,90,28.644444444444446,0s_e,ev,2.1_,1218,22.49197,71.88882
12.0,22.0,100,16.74,0s_e,ev,2.1_,1219,22.49197,71.96844
9.0,14.0,100,10.9,0s_e,ev,2.1_,1220,22.49197,72.04807
7.0,11.0,90,9.411111111111111,0s_e,ev,2.1_,1221,22.49197,72.12769
5.0,10.0,100,7.8,0s_e,ev,2.1_,1222,22.49197,72.20732
6.0,10.0,90,8.022222222222222,0s_e,ev,2.1_,1223,22.49197,72.28694
6.0,10.0,100,7.9,0s_e,ev,2.1_,1224,22.49197,72.36657
7.0,12.0,90,8.622222222222222,0s_e,ev,2.1_,1225,22.49197,72.44619
7.0,19.0,100,11.32,0s_e,ev,2.1_,1226,22.49197,72.52582
12.0,24.0,90,16.455555555555556,0s_e,ev,2.1_,1227,22.49197,72.60544
17.0,28.0,100,22.7,0s_e,ev,2.1_,1228,22.49197,72.68507
23.0,33.0,100,27.26,0s_e,ev,2.1_,1229,22.49197,72.76469
29.0,38.0,90,32.98888888888889,0s_e,ev,2.1_,1230,22.49197,72.84432
30.0,40.0,100,35.97,0s_e,ev,2.1_,1231,22.49197,72.92394
38.0,48.0,90,41.53333333333333,0s_e,ev,2.1_,1232,22.49197,73.00357
14.0,47.0,100,37.53,0s_e,ev,2.1_,1233,22.49197,73.08319
17.0,47.0,90,42.955555555555556,0s_e,ev,2.1_,1234,22.49197,73.16282
43.0,63.0,100,50.6,0s_e,ev,2.1_,1235,22.49197,73.24244
49.0,81.0,90,63.18888888888889,0s_e,ev,2.1_,1236,22.49197,73.32207
60.0,92.0,100,75.88,0s_e,ev,2.1_,1237,22.49197,73.40169
88.0,600.0,100,147.47,0s_e,ev,2.1_,1238,22.49197,73.48132
103.0,320.0,90,129.87777777777777,0s_e,ev,2.1_,1239,22.49197,73.56094
106.0,252.0,100,140.06,0s_e,ev,2.1_,1240,22.49197,73.64057
151.0,311.0,90,203.15555555555557,0s_e,ev,2.1_,1241,22.49197,73.72019
146.0,375.0,100,207.81,0s_e,ev,2.1_,1242,22.49197,73.79982
139.0,400.0,90,229.73333333333332,0s_e,ev,2.1_,1243,22.49197,73.87944
149.0,333.0,100,204.9,0s_e,ev,2.1_,1244,22.49197,73.95907
184.0,413.0,90,236.8,0s_e,ev,2.1_,1245,22.49197,74.03869
209.0,627.0,100,305.74,0s_e,ev,2.1_,1246,22.49197,74.11832
0.0,12.0,66,4.757575757575758,0s_e,ev,2.1_,1247,22.41137,69.02231
0.0,12.0,34,5.647058823529412,0s_e,ev,2.1_,1248,22.41137,69.10194
2.0,18.0,31,5.290322580645161,0s_e,ev,2.1_,1249,22.41137,69.65931
0.0,21.0,71,7.253521126760563,0s_e,ev,2.1_,1250,22.41137,69.73894
1.0,33.0,63,12.396825396825397,0s_e,ev,2.1_,1251,22.41137,69.81856
2.0,27.0,90,12.977777777777778,0s_e,ev,2.1_,1252,22.41137,69.89819
9.0,36.0,81,22.271604938271604,0s_e,ev,2.1_,1253,22.41137,69.97781
17.0,40.0,90,28.377777777777776,0s_e,ev,2.1_,1254,22.41137,70.05744
19.0,73.0,81,37.925925925925924,0s_e,ev,2.1_,1255,22.41137,70.13706
26.0,73.0,90,41.144444444444446,0s_e,ev,2.1_,1256,22.41137,70.21669
39.0,68.0,81,52.666666666666664,0s_e,ev,2.1_,1257,22.41137,70.29631
40.0,73.0,90,54.32222222222222,0s_e,ev,2.1_,1258,22.41137,70.37594
50.0,79.0,81,64.75308641975309,0s_e,ev,2.1_,1259,22.41137,70.45556
71.0,102.0,90,85.11111111111111,0s_e,ev,2.1_,1260,22.41137,70.53519
61.0,91.0,90,76.38888888888889,0s_e,ev,2.1_,1261,22.41137,70.61481
74.0,108.0,81,89.07407407407408,0s_e,ev,2.1_,1262,22.41137,70.69444
92.0,126.0,90,110.05555555555556,0s_e,ev,2.1_,1263,22.41137,70.77406
118.0,155.0,81,135.55555555555554,0s_e,ev,2.1_,1264,22.41137,70.85369
131.0,167.0,90,148.48888888888888,0s_e,ev,2.1_,1265,22.41137,70.93331
141.0,212.0,81,169.69135802469137,0s_e,ev,2.1_,1266,22.41137,71.01294
174.0,290.0,90,203.92222222222222,0s_e,ev,2.1_,1267,22.41137,71.09256
188.0,264.0,81,216.92592592592592,0s_e,ev,2.1_,1268,22.41137,71.17219
163.0,236.0,90,187.03333333333333,0s_e,ev,2.1_,1269,22.41137,71.25181
138.0,201.0,90,164.82222222222222,0s_e,ev,2.1_,1270,22.41137,71.33144
126.0,178.0,81,144.0493827160494,0s_e,ev,2.1_,1271,22.41137,71.41106
112.0,146.0,90,127.4,0s_e,ev,2.1_,1272,22.41137,71.49069
90.0,126.0,81,106.45679012345678,0s_e,ev,2.1_,1273,22.41137,71.57031
69.0,103.0,90,81.6,0s_e,ev,2.1_,1274,22.41137,71.64994
52.0,70.0,81,60.641975308641975,0s_e,ev,2.1_,1275,22.41137,71.72956
38.0,54.0,90,45.71111111111111,0s_e,ev,2.1_,1276,22.41137,71.80919
25.0,40.0,81,32.851851851851855,0s_e,ev,2.1_,1277,22.41137,71.88882
16.0,30.0,90,21.211111111111112,0s_e,ev,2.1_,1278,22.41137,71.96844
9.0,16.0,90,12.277777777777779,0s_e,ev,2.1_,1279,22.41137,72.04807
8.0,10.0,81,9.061728395061728,0s_e,ev,2.1_,1280,22.41137,72.12769
6.0,9.0,90,7.377777777777778,0s_e,ev,2.1_,1281,22.41137,72.20732
5.0,8.0,81,6.45679012345679,0s_e,ev,2.1_,1282,22.41137,72.28694
5.0,12.0,87,6.666666666666667,0s_e,ev,2.1_,1283,22.41137,72.36657
6.0,11.0,81,7.666666666666667,0s_e,ev,2.1_,1284,22.41137,72.44619
6.0,16.0,90,9.677777777777777,0s_e,ev,2.1_,1285,22.41137,72.52582
9.0,19.0,81,13.358024691358025,0s_e,ev,2.1_,1286,22.41137,72.60544
14.0,24.0,90,18.155555555555555,0s_e,ev,2.1_,1287,22.41137,72.68507
19.0,30.0,90,24.18888888888889,0s_e,ev,2.1_,1288,22.41137,72.76469
25.0,34.0,81,29.382716049382715,0s_e,ev,2.1_,1289,22.41137,72.84432
30.0,36.0,90,33.477777777777774,0s_e,ev,2.1_,1290,22.41137,72.92394
33.0,40.0,81,36.41975308641975,0s_e,ev,2.1_,1291,22.41137,73.00357
14.0,43.0,90,33.25555555555555,0s_e,ev,2.1_,1292,22.41137,73.08319
33.0,45.0,81,40.888888888888886,0s_e,ev,2.1_,1293,22.41137,73.16282
38.0,50.0,90,43.522222222222226,0s_e,ev,2.1_,1294,22.41137,73.24244
43.0,63.0,81,52.30864197530864,0s_e,ev,2.1_,1295,22.41137,73.32207
54.0,86.0,90,67.32222222222222,0s_e,ev,2.1_,1296,22.41137,73.40169
70.0,198.0,90,99.53333333333333,0s_e,ev,2.1_,1297,22.41137,73.48132
79.0,149.0,81,101.23456790123457,0s_e,ev,2.1_,1298,22.41137,73.56094
100.0,272.0,90,173.6888888888889,0s_e,ev,2.1_,1299,22.41137,73.64057
108.0,295.0,81,158.85185185185185,0s_e,ev,2.1_,1300,22.41137,73.72019
109.0,328.0,90,140.44444444444446,0s_e,ev,2.1_,1301,22.41137,73.79982
116.0,261.0,81,138.11111111111111,0s_e,ev,2.1_,1302,22.41137,73.87944
130.0,206.0,90,154.8111111111111,0s_e,ev,2.1_,1303,22.41137,73.95907
151.0,210.0,81,181.40740740740742,0s_e,ev,2.1_,1304,22.41137,74.03869
178.0,266.0,90,207.23333333333332,0s_e,ev,2.1_,1305,22.41137,74.11832
202.0,291.0,90,229.12222222222223,0s_e,ev,2.1_,1306,22.41137,74.19794
7.0,33.0,81,17.049382716049383,0s_e,ev,2.1_,1307,22.33077,69.02231
5.0,29.0,90,15.4,0s_e,ev,2.1_,1308,22.33077,69.10194
6.0,35.0,26,23.73076923076923,0s_e,ev,2.1_,1309,22.33077,69.18156
,,0,,0s_e,ev,2.1_,1310,22.33077,69.26119
1.0,14.0,24,4.833333333333333,0s_e,ev,2.1_,1311,22.33077,69.34081
1.0,13.0,35,4.714285714285714,0s_e,ev,2.1_,1312,22.33077,69.42044
1.0,22.0,74,11.202702702702704,0s_e,ev,2.1_,1313,22.33077,69.50006
3.0,19.0,71,6.873239436619718,0s_e,ev,2.1_,1314,22.33077,69.57969
2.0,33.0,87,15.275862068965518,0s_e,ev,2.1_,1315,22.33077,69.65931
11.0,48.0,81,30.419753086419753,0s_e,ev,2.1_,1316,22.33077,69.73894
8.0,61.0,90,30.0,0s_e,ev,2.1_,1317,22.33077,69.81856
18.0,56.0,90,35.455555555555556,0s_e,ev,2.1_,1318,22.33077,69.89819
17.0,50.0,81,34.27160493827161,0s_e,ev,2.1_,1319,22.33077,69.97781
37.0,64.0,90,49.86666666666667,0s_e,ev,2.1_,1320,22.33077,70.05744
35.0,80.0,81,57.91358024691358,0s_e,ev,2.1_,1321,22.33077,70.13706
55.0,101.0,90,72.6,0s_e,ev,2.1_,1322,22.33077,70.21669
55.0,98.0,81,78.11111111111111,0s_e,ev,2.1_,1323,22.33077,70.29631
55.0,89.0,90,71.23333333333333,0s_e,ev,2.1_,1324,22.33077,70.37594
58.0,88.0,81,73.0246913580247,0s_e,ev,2.1_,1325,22.33077,70.45556
76.0,116.0,90,96.54444444444445,0s_e,ev,2.1_,1326,22.33077,70.53519
83.0,117.0,90,98.24444444444444,0s_e,ev,2.1_,1327,22.33077,70.61481
89.0,123.0,81,107.4320987654321,0s_e,ev,2.1_,1328,22.33077,70.69444
103.0,142.0,90,122.65555555555555,0s_e,ev,2.1_,1329,22.33077,70.77406
117.0,155.0,81,138.4814814814815,0s_e,ev,2.1_,1330,22.33077,70.85369
150.0,197.0,90,171.34444444444443,0s_e,ev,2.1_,1331,22.33077,70.93331
160.0,214.0,81,179.91358024691357,0s_e,ev,2.1_,1332,22.33077,71.01294
189.0,286.0,90,225.75555555555556,0s_e,ev,2.1_,1333,22.33077,71.09256
210.0,327.0,81,257.3333333333333,0s_e,ev,2.1_,1334,22.33077,71.17219
184.0,231.0,90,205.27777777777777,0s_e,ev,2.1_,1335,22.33077,71.25181
150.0,208.0,90,179.38888888888889,0s_e,ev,2.1_,1336,22.33077,71.33144
131.0,175.0,81,151.66666666666666,0s_e,ev,2.1_,1337,22.33077,71.41106
103.0,148.0,90,121.87777777777778,0s_e,ev,2.1_,1338,22.33077,71.49069
